"","subject","type","item","condition","question","correct_answer","response","rt","group"
"3454","L1 20","gp",22,"a","0","-","-",5203,"L1"
"3455","L1 20","gp",22,"a","!","{The_two_footballers_fought_the_coach}","0",3844,"L1"
"3456","L1 20","filler",7,"-","0","-","-",5728,"L1"
"3457","L1 20","filler",7,"-","!","{Yes}","1",2541,"L1"
"3458","L1 20","gap",12,"a","0","-","-",8713,"L1"
"3459","L1 20","gap",12,"a","!","{The_cake}","0",5774,"L1"
"3460","L1 20","filler",1,"-","0","-","-",5223,"L1"
"3461","L1 20","filler",1,"-","!","{Yes}","1",2379,"L1"
"3462","L1 20","gp",8,"c","0","-","-",4714,"L1"
"3463","L1 20","gp",8,"c","!","{Mary}","0",3291,"L1"
"3464","L1 20","filler",22,"-","0","-","-",12758,"L1"
"3465","L1 20","filler",22,"-","!","{Yes}","1",3094,"L1"
"3466","L1 20","gap",15,"b","0","-","-",7619,"L1"
"3467","L1 20","gap",15,"b","!","{Yes}","0",1697,"L1"
"3468","L1 20","filler",25,"-","0","-","-",2550,"L1"
"3469","L1 20","filler",25,"-","!","{Yes}","1",2377,"L1"
"3470","L1 20","gap",3,"b","0","-","-",3802,"L1"
"3471","L1 20","gap",3,"b","!","{The_island}","1",1592,"L1"
"3472","L1 20","filler",10,"-","0","-","-",5115,"L1"
"3473","L1 20","gap",22,"a","0","-","-",8430,"L1"
"3474","L1 20","gap",22,"a","!","{No}","1",3888,"L1"
"3475","L1 20","filler",37,"-","0","-","-",6991,"L1"
"3476","L1 20","filler",37,"-","!","{No}","1",2997,"L1"
"3477","L1 20","gp",10,"a","0","-","-",4291,"L1"
"3478","L1 20","gp",10,"a","!","{The_two_soldiers_fought_each_other}","1",5486,"L1"
"3479","L1 20","filler",34,"-","0","-","-",4497,"L1"
"3480","L1 20","filler",34,"-","!","{The_lake}","1",2024,"L1"
"3481","L1 20","gap",8,"a","0","-","-",8242,"L1"
"3482","L1 20","gap",8,"a","!","{The_bridge}","0",5762,"L1"
"3483","L1 20","filler",24,"-","0","-","-",2493,"L1"
"3484","L1 20","gp",4,"c","0","-","-",8783,"L1"
"3485","L1 20","gp",4,"c","!","{The_friend}","1",3668,"L1"
"3486","L1 20","filler",41,"-","0","-","-",3689,"L1"
"3487","L1 20","filler",41,"-","!","{Yes}","1",2417,"L1"
"3488","L1 20","gap",5,"b","0","-","-",5580,"L1"
"3489","L1 20","gap",5,"b","!","{The_car}","1",4603,"L1"
"3490","L1 20","filler",31,"-","0","-","-",6330,"L1"
"3491","L1 20","gp",20,"c","0","-","-",4746,"L1"
"3492","L1 20","gp",20,"c","!","{The_man}","1",971,"L1"
"3493","L1 20","filler",26,"-","0","-","-",6736,"L1"
"3494","L1 20","filler",26,"-","!","{The_classroom}","1",3521,"L1"
"3495","L1 20","gap",17,"b","0","-","-",5224,"L1"
"3496","L1 20","gap",17,"b","!","{Yes}","0",11287,"L1"
"3497","L1 20","filler",15,"-","0","-","-",5774,"L1"
"3498","L1 20","gp",9,"d","0","-","-",2652,"L1"
"3499","L1 20","gp",9,"d","!","{The_singer}","1",1675,"L1"
"3500","L1 20","filler",9,"-","0","-","-",6236,"L1"
"3501","L1 20","filler",9,"-","!","{The_baby}","1",2251,"L1"
"3502","L1 20","gap",24,"a","0","-","-",8409,"L1"
"3503","L1 20","gap",24,"a","!","{Yes}","0",2117,"L1"
"3504","L1 20","filler",32,"-","0","-","-",9080,"L1"
"3505","L1 20","filler",32,"-","!","{Edward}","1",1631,"L1"
"3506","L1 20","gp",23,"b","0","-","-",2728,"L1"
"3507","L1 20","gp",23,"b","!","{The_mother_washed_herself}","1",4507,"L1"
"3508","L1 20","filler",36,"-","0","-","-",2865,"L1"
"3509","L1 20","gap",11,"b","0","-","-",2708,"L1"
"3510","L1 20","gap",11,"b","!","{The_table}","1",1323,"L1"
"3511","L1 20","filler",5,"-","0","-","-",2604,"L1"
"3512","L1 20","gap",4,"a","0","-","-",5643,"L1"
"3513","L1 20","gap",4,"a","!","{The_window}","0",1844,"L1"
"3514","L1 20","filler",8,"-","0","-","-",6265,"L1"
"3515","L1 20","gp",12,"c","0","-","-",10695,"L1"
"3516","L1 20","gp",12,"c","!","{The_baby}","1",2883,"L1"
"3517","L1 20","filler",48,"-","0","-","-",6049,"L1"
"3518","L1 20","gap",21,"b","0","-","-",4848,"L1"
"3519","L1 20","gap",21,"b","!","{Yes}","0",2522,"L1"
"3520","L1 20","filler",19,"-","0","-","-",2182,"L1"
"3521","L1 20","filler",19,"-","!","{No}","1",1853,"L1"
"3522","L1 20","gp",24,"c","0","-","-",28067,"L1"
"3523","L1 20","gp",24,"c","!","{The_director}","1",1706,"L1"
"3524","L1 20","filler",43,"-","0","-","-",5302,"L1"
"3525","L1 20","filler",43,"-","!","{Jenson}","0",3779,"L1"
"3526","L1 20","gp",3,"b","0","-","-",5598,"L1"
"3527","L1 20","gp",3,"b","!","{The_two_journalists_met_each_other}","1",9117,"L1"
"3528","L1 20","filler",42,"-","0","-","-",4387,"L1"
"3529","L1 20","filler",42,"-","!","{The_grandmother}","1",2858,"L1"
"3530","L1 20","gp",7,"b","0","-","-",4463,"L1"
"3531","L1 20","gp",7,"b","!","{The_man_woke_himself_up}","1",4077,"L1"
"3532","L1 20","gap",14,"a","0","-","-",4910,"L1"
"3533","L1 20","gap",14,"a","!","{Yes}","0",3927,"L1"
"3534","L1 20","filler",28,"-","0","-","-",2947,"L1"
"3535","L1 20","gp",21,"d","0","-","-",4233,"L1"
"3536","L1 20","gp",21,"d","!","{The_child}","1",3776,"L1"
"3537","L1 20","filler",13,"-","0","-","-",8347,"L1"
"3538","L1 20","filler",13,"-","!","{The_moderator}","1",2154,"L1"
"3539","L1 20","gap",13,"b","0","-","-",7840,"L1"
"3540","L1 20","gap",13,"b","!","{Yes}","0",1551,"L1"
"3541","L1 20","filler",44,"-","0","-","-",3074,"L1"
"3542","L1 20","filler",44,"-","!","{No}","1",1704,"L1"
"3543","L1 20","gap",23,"b","0","-","-",5994,"L1"
"3544","L1 20","gap",23,"b","!","{Yes}","0",4369,"L1"
"3545","L1 20","filler",46,"-","0","-","-",3914,"L1"
"3546","L1 20","gp",17,"d","0","-","-",4506,"L1"
"3547","L1 20","gp",17,"d","!","{The_terrorist}","1",1085,"L1"
"3548","L1 20","filler",11,"-","0","-","-",4137,"L1"
"3549","L1 20","gap",10,"a","0","-","-",4157,"L1"
"3550","L1 20","gap",10,"a","!","{The_car}","1",2011,"L1"
"3551","L1 20","filler",17,"-","0","-","-",2671,"L1"
"3552","L1 20","filler",17,"-","!","{Yes}","1",2258,"L1"
"3553","L1 20","gp",18,"a","0","-","-",7795,"L1"
"3554","L1 20","gp",18,"a","!","{The_father_washed_himself}","1",2775,"L1"
"3555","L1 20","filler",47,"-","0","-","-",4668,"L1"
"3556","L1 20","gap",7,"b","0","-","-",4294,"L1"
"3557","L1 20","gap",7,"b","!","{The_sky}","1",2092,"L1"
"3558","L1 20","filler",12,"-","0","-","-",5532,"L1"
"3559","L1 20","gp",6,"a","0","-","-",4850,"L1"
"3560","L1 20","gp",6,"a","!","{The_two_kids_fought_each_other}","1",3969,"L1"
"3561","L1 20","filler",39,"-","0","-","-",2876,"L1"
"3562","L1 20","gap",19,"b","0","-","-",4527,"L1"
"3563","L1 20","gap",19,"b","!","{No}","1",2324,"L1"
"3564","L1 20","filler",29,"-","0","-","-",2668,"L1"
"3565","L1 20","filler",29,"-","!","{Yes}","1",1685,"L1"
"3566","L1 20","gp",16,"c","0","-","-",16095,"L1"
"3567","L1 20","gp",16,"c","!","{The_assistant}","1",2114,"L1"
"3568","L1 20","filler",16,"-","0","-","-",3710,"L1"
"3569","L1 20","gap",16,"a","0","-","-",5220,"L1"
"3570","L1 20","gap",16,"a","!","{Yes}","0",1522,"L1"
"3571","L1 20","filler",18,"-","0","-","-",2250,"L1"
"3572","L1 20","gap",18,"a","0","-","-",5920,"L1"
"3573","L1 20","gap",18,"a","!","{No}","1",2998,"L1"
"3574","L1 20","filler",33,"-","0","-","-",5517,"L1"
"3575","L1 20","filler",33,"-","!","{The_elephant}","1",2568,"L1"
"3576","L1 20","gp",2,"a","0","-","-",6518,"L1"
"3577","L1 20","gp",2,"a","!","{The_mother_dressed_herself}","1",2431,"L1"
"3578","L1 20","filler",23,"-","0","-","-",16840,"L1"
"3579","L1 20","filler",23,"-","!","{The_tree}","1",1340,"L1"
"3580","L1 20","gp",14,"a","0","-","-",5433,"L1"
"3581","L1 20","gp",14,"a","!","{The_doctor_woke_himself_up}","1",2264,"L1"
"3582","L1 20","filler",27,"-","0","-","-",5079,"L1"
"3583","L1 20","filler",27,"-","!","{Yes}","1",1317,"L1"
"3584","L1 20","gap",6,"a","0","-","-",3227,"L1"
"3585","L1 20","gap",6,"a","!","{The_race}","1",2041,"L1"
"3586","L1 20","filler",35,"-","0","-","-",2173,"L1"
"3587","L1 20","filler",35,"-","!","{The_spaghetti}","1",2068,"L1"
"3588","L1 20","gp",1,"d","0","-","-",3457,"L1"
"3589","L1 20","gp",1,"d","!","{The_man}","1",1324,"L1"
"3590","L1 20","filler",4,"-","0","-","-",3444,"L1"
"3591","L1 20","gap",20,"a","0","-","-",2782,"L1"
"3592","L1 20","gap",20,"a","!","{No}","1",1766,"L1"
"3593","L1 20","filler",30,"-","0","-","-",3825,"L1"
"3594","L1 20","filler",30,"-","!","{The_VIP}","1",3522,"L1"
"3595","L1 20","gp",15,"b","0","-","-",2865,"L1"
"3596","L1 20","gp",15,"b","!","{The_aunt_dressed_herself}","1",1537,"L1"
"3597","L1 20","filler",21,"-","0","-","-",7492,"L1"
"3598","L1 20","gp",19,"b","0","-","-",3479,"L1"
"3599","L1 20","gp",19,"b","!","{The_coach_calmed_himself_down}","1",3042,"L1"
"3600","L1 20","filler",14,"-","0","-","-",3194,"L1"
"3601","L1 21","practice",1,"-","0","-","-",1651,"L1"
"3602","L1 21","practice",2,"-","0","-","-",4527,"L1"
"3603","L1 21","practice",2,"-","!","{Yes}","1",1717,"L1"
"3604","L1 21","practice",3,"-","0","-","-",1709,"L1"
"3605","L1 21","practice",4,"-","0","-","-",3200,"L1"
"3606","L1 21","practice",4,"-","!","{Yes}","1",1023,"L1"
"3607","L1 21","practice",5,"-","0","-","-",2398,"L1"
"3608","L1 21","practice",6,"-","0","-","-",5426,"L1"
"3609","L1 21","practice",6,"-","!","{A_drink}","1",1770,"L1"
"3610","L1 21","practice",7,"-","0","-","-",1442,"L1"
"3611","L1 21","practice",8,"-","0","-","-",2173,"L1"
"3612","L1 21","practice",8,"-","!","{No}","1",1754,"L1"
"3613","L1 21","filler",26,"-","0","-","-",3165,"L1"
"3614","L1 21","filler",26,"-","!","{The_classroom}","1",2671,"L1"
"3615","L1 21","gap",5,"a","0","-","-",6155,"L1"
"3616","L1 21","gap",5,"a","!","{The_car}","1",2660,"L1"
"3617","L1 21","gp",9,"a","0","-","-",2580,"L1"
"3618","L1 21","gp",9,"a","!","{The_pianist_calmed_the_singer_down}","0",2213,"L1"
"3619","L1 21","filler",45,"-","0","-","-",4398,"L1"
"3620","L1 21","gap",17,"a","0","-","-",2579,"L1"
"3621","L1 21","gap",17,"a","!","{Yes}","0",1258,"L1"
"3622","L1 21","filler",19,"-","0","-","-",2702,"L1"
"3623","L1 21","filler",19,"-","!","{No}","1",1660,"L1"
"3624","L1 21","gp",18,"b","0","-","-",2214,"L1"
"3625","L1 21","gp",18,"b","!","{The_father_washed_himself}","1",4963,"L1"
"3626","L1 21","filler",31,"-","0","-","-",1862,"L1"
"3627","L1 21","gap",3,"a","0","-","-",5482,"L1"
"3628","L1 21","gap",3,"a","!","{The_ship}","0",3063,"L1"
"3629","L1 21","filler",29,"-","0","-","-",2897,"L1"
"3630","L1 21","filler",29,"-","!","{Yes}","1",1024,"L1"
"3631","L1 21","gp",20,"d","0","-","-",2122,"L1"
"3632","L1 21","gp",20,"d","!","{The_man}","1",1262,"L1"
"3633","L1 21","filler",15,"-","0","-","-",2127,"L1"
"3634","L1 21","gp",13,"a","0","-","-",4523,"L1"
"3635","L1 21","gp",13,"a","!","{The_girl_calmed_herself_down}","1",2516,"L1"
"3636","L1 21","filler",18,"-","0","-","-",3664,"L1"
"3637","L1 21","gap",21,"a","0","-","-",3252,"L1"
"3638","L1 21","gap",21,"a","!","{Yes}","0",1021,"L1"
"3639","L1 21","filler",24,"-","0","-","-",2419,"L1"
"3640","L1 21","gp",8,"d","0","-","-",2125,"L1"
"3641","L1 21","gp",8,"d","!","{The_boy}","1",1554,"L1"
"3642","L1 21","filler",2,"-","0","-","-",6474,"L1"
"3643","L1 21","gap",18,"b","0","-","-",2707,"L1"
"3644","L1 21","gap",18,"b","!","{No}","1",1797,"L1"
"3645","L1 21","filler",38,"-","0","-","-",2262,"L1"
"3646","L1 21","filler",38,"-","!","{No}","1",1123,"L1"
"3647","L1 21","gp",24,"d","0","-","-",6515,"L1"
"3648","L1 21","gp",24,"d","!","{The_director}","1",961,"L1"
"3649","L1 21","filler",47,"-","0","-","-",2145,"L1"
"3650","L1 21","gap",19,"a","0","-","-",4242,"L1"
"3651","L1 21","gap",19,"a","!","{Yes}","0",1108,"L1"
"3652","L1 21","filler",35,"-","0","-","-",1850,"L1"
"3653","L1 21","filler",35,"-","!","{The_spaghetti}","1",1460,"L1"
"3654","L1 21","gp",2,"b","0","-","-",2739,"L1"
"3655","L1 21","gp",2,"b","!","{The_mother_dressed_herself}","1",2223,"L1"
"3656","L1 21","filler",27,"-","0","-","-",2577,"L1"
"3657","L1 21","filler",27,"-","!","{Yes}","1",1299,"L1"
"3658","L1 21","gp",21,"a","0","-","-",4939,"L1"
"3659","L1 21","gp",21,"a","!","{Anna_dressed_herself}","1",1436,"L1"
"3660","L1 21","filler",48,"-","0","-","-",6651,"L1"
"3661","L1 21","gap",24,"b","0","-","-",5629,"L1"
"3662","L1 21","gap",24,"b","!","{Yes}","0",2156,"L1"
"3663","L1 21","filler",23,"-","0","-","-",1967,"L1"
"3664","L1 21","filler",23,"-","!","{The_tree}","1",1383,"L1"
"3665","L1 21","gp",19,"c","0","-","-",3773,"L1"
"3666","L1 21","gp",19,"c","!","{The_basketball_player}","1",1525,"L1"
"3667","L1 21","filler",13,"-","0","-","-",2695,"L1"
"3668","L1 21","filler",13,"-","!","{The_moderator}","1",1150,"L1"
"3669","L1 21","gap",22,"b","0","-","-",2750,"L1"
"3670","L1 21","gap",22,"b","!","{No}","1",2004,"L1"
"3671","L1 21","filler",20,"-","0","-","-",3574,"L1"
"3672","L1 21","filler",20,"-","!","{Two_days}","1",2051,"L1"
"3673","L1 21","gap",10,"b","0","-","-",2085,"L1"
"3674","L1 21","gap",10,"b","!","{The_car}","1",1432,"L1"
"3675","L1 21","filler",4,"-","0","-","-",3566,"L1"
"3676","L1 21","gap",8,"b","0","-","-",6368,"L1"
"3677","L1 21","gap",8,"b","!","{The_church}","1",2387,"L1"
"3678","L1 21","filler",21,"-","0","-","-",4733,"L1"
"3679","L1 21","gap",7,"a","0","-","-",7748,"L1"
"3680","L1 21","gap",7,"a","!","{The_sky}","1",1447,"L1"
"3681","L1 21","filler",22,"-","0","-","-",2178,"L1"
"3682","L1 21","filler",22,"-","!","{Yes}","1",1908,"L1"
"3683","L1 21","gap",1,"a","0","-","-",5717,"L1"
"3684","L1 21","gap",1,"a","!","{The_bicycle}","1",1226,"L1"
"3685","L1 21","filler",16,"-","0","-","-",2633,"L1"
"3686","L1 21","gp",1,"a","0","-","-",6184,"L1"
"3687","L1 21","gp",1,"a","!","{The_lawyer_calmed_himself_down}","1",3111,"L1"
"3688","L1 21","filler",40,"-","0","-","-",2382,"L1"
"3689","L1 21","gp",16,"d","0","-","-",5616,"L1"
"3690","L1 21","gp",16,"d","!","{The_assistant}","1",1018,"L1"
"3691","L1 21","filler",41,"-","0","-","-",2344,"L1"
"3692","L1 21","filler",41,"-","!","{Yes}","1",1267,"L1"
"3693","L1 21","gap",12,"b","0","-","-",6559,"L1"
"3694","L1 21","gap",12,"b","!","{The_bread}","1",1200,"L1"
"3695","L1 21","filler",30,"-","0","-","-",1974,"L1"
"3696","L1 21","filler",30,"-","!","{The_VIP}","1",1405,"L1"
"3697","L1 21","gap",14,"b","0","-","-",5753,"L1"
"3698","L1 21","gap",14,"b","!","{Yes}","0",1461,"L1"
"3699","L1 21","filler",6,"-","0","-","-",4257,"L1"
"3700","L1 21","gap",23,"a","0","-","-",3580,"L1"
"3701","L1 21","gap",23,"a","!","{No}","1",1083,"L1"
"3702","L1 21","filler",10,"-","0","-","-",2021,"L1"
"3703","L1 21","gap",16,"b","0","-","-",11340,"L1"
"3704","L1 21","gap",16,"b","!","{No}","1",1130,"L1"
"3705","L1 21","filler",28,"-","0","-","-",8142,"L1"
"3706","L1 21","gap",11,"a","0","-","-",3803,"L1"
"3707","L1 21","gap",11,"a","!","{The_table}","1",1339,"L1"
"3708","L1 21","filler",12,"-","0","-","-",2913,"L1"
"3709","L1 21","gap",2,"b","0","-","-",4685,"L1"
"3710","L1 21","gap",2,"b","!","{The_truck}","1",1084,"L1"
"3711","L1 21","filler",9,"-","0","-","-",3357,"L1"
"3712","L1 21","filler",9,"-","!","{The_baby}","1",1341,"L1"
"3713","L1 21","gp",22,"b","0","-","-",3834,"L1"
"3714","L1 21","gp",22,"b","!","{The_two_footballers_fought_each_other}","1",2540,"L1"
"3715","L1 21","filler",43,"-","0","-","-",3690,"L1"
"3716","L1 21","filler",43,"-","!","{The_girlfriend}","1",2239,"L1"
"3717","L1 21","gap",15,"a","0","-","-",5833,"L1"
"3718","L1 21","gap",15,"a","!","{No}","1",952,"L1"
"3719","L1 21","filler",33,"-","0","-","-",2109,"L1"
"3720","L1 21","filler",33,"-","!","{The_elephant}","1",1213,"L1"
"3721","L1 21","gp",10,"b","0","-","-",3297,"L1"
"3722","L1 21","gp",10,"b","!","{The_two_soldiers_fought_each_other}","1",2148,"L1"
"3723","L1 21","filler",25,"-","0","-","-",3218,"L1"
"3724","L1 21","filler",25,"-","!","{Yes}","1",1505,"L1"
"3725","L1 21","gp",15,"c","0","-","-",4493,"L1"
"3726","L1 21","gp",15,"c","!","{The_boy}","1",1252,"L1"
"3727","L1 21","filler",34,"-","0","-","-",2641,"L1"
"3728","L1 21","filler",34,"-","!","{The_lake}","1",1498,"L1"
"3729","L1 21","gap",6,"b","0","-","-",2551,"L1"
"3730","L1 21","gap",6,"b","!","{The_race}","1",1400,"L1"
"3731","L1 21","filler",3,"-","0","-","-",10141,"L1"
"3732","L1 21","gp",4,"d","0","-","-",1970,"L1"
"3733","L1 21","gp",4,"d","!","{The_friend}","1",958,"L1"
"3734","L1 21","filler",44,"-","0","-","-",2318,"L1"
"3735","L1 21","filler",44,"-","!","{No}","1",1567,"L1"
"3736","L1 21","gp",3,"c","0","-","-",7952,"L1"
"3737","L1 21","gp",3,"c","!","{The_president}","1",1159,"L1"
"3738","L1 21","filler",36,"-","0","-","-",1953,"L1"
"3739","L1 21","gp",12,"d","0","-","-",6548,"L1"
"3740","L1 21","gp",12,"d","!","{The_baby}","1",1264,"L1"
"3741","L1 21","filler",39,"-","0","-","-",5935,"L1"
"3742","L1 21","gap",9,"a","0","-","-",3868,"L1"
"3743","L1 21","gap",9,"a","!","{The_table}","1",1169,"L1"
"3744","L1 21","filler",42,"-","0","-","-",6133,"L1"
"3745","L1 21","filler",42,"-","!","{The_grandmother}","1",1567,"L1"
"3746","L1 21","gp",23,"c","0","-","-",4574,"L1"
"3747","L1 21","gp",23,"c","!","{The_child}","1",1147,"L1"
"3748","L1 21","filler",1,"-","0","-","-",2528,"L1"
"3749","L1 21","filler",1,"-","!","{Yes}","1",1156,"L1"
"3750","L1 21","gp",11,"c","0","-","-",2398,"L1"
"3751","L1 21","gp",11,"c","!","{The_friend}","1",1291,"L1"
"3752","L1 21","filler",5,"-","0","-","-",2364,"L1"
"3753","L1 21","gap",20,"b","0","-","-",2841,"L1"
"3754","L1 21","gap",20,"b","!","{No}","1",1213,"L1"
"3755","L1 21","filler",14,"-","0","-","-",3107,"L1"
"3756","L1 21","gp",6,"b","0","-","-",2052,"L1"
"3757","L1 21","gp",6,"b","!","{The_two_kids_fought_each_other}","1",1591,"L1"
"3758","L1 21","filler",37,"-","0","-","-",3094,"L1"
"3759","L1 21","filler",37,"-","!","{No}","1",1429,"L1"
"3760","L1 21","gp",5,"a","0","-","-",2192,"L1"
"3761","L1 21","gp",5,"a","!","{The_father_washed_himself}","1",1283,"L1"
"3762","L1 21","filler",11,"-","0","-","-",2902,"L1"
"3763","L1 21","gp",17,"a","0","-","-",4294,"L1"
"3764","L1 21","gp",17,"a","!","{The_two_men_fought_each_other}","1",1680,"L1"
"3765","L1 21","filler",7,"-","0","-","-",4180,"L1"
"3766","L1 21","filler",7,"-","!","{Yes}","1",1680,"L1"
"3767","L1 21","gp",14,"b","0","-","-",4558,"L1"
"3768","L1 21","gp",14,"b","!","{The_doctor_woke_himself_up}","1",2242,"L1"
"3769","L1 21","filler",32,"-","0","-","-",3302,"L1"
"3770","L1 21","filler",32,"-","!","{Edward}","1",1449,"L1"
"3771","L1 21","gap",4,"b","0","-","-",3895,"L1"
"3772","L1 21","gap",4,"b","!","{The_door}","1",1107,"L1"
"3773","L1 21","filler",8,"-","0","-","-",1782,"L1"
"3774","L1 21","gp",7,"c","0","-","-",1868,"L1"
"3775","L1 21","gp",7,"c","!","{The_lady}","1",1351,"L1"
"3776","L1 21","filler",17,"-","0","-","-",3355,"L1"
"3777","L1 21","filler",17,"-","!","{Yes}","1",1103,"L1"
"3778","L1 21","gap",13,"a","0","-","-",7115,"L1"
"3779","L1 21","gap",13,"a","!","{Yes}","0",1121,"L1"
"3780","L1 21","filler",46,"-","0","-","-",2326,"L1"
"3781","L1 22","practice",1,"-","0","-","-",1239,"L1"
"3782","L1 22","practice",2,"-","0","-","-",3278,"L1"
"3783","L1 22","practice",2,"-","!","{Yes}","1",2029,"L1"
"3784","L1 22","practice",3,"-","0","-","-",1181,"L1"
"3785","L1 22","practice",4,"-","0","-","-",2298,"L1"
"3786","L1 22","practice",4,"-","!","{Yes}","1",1326,"L1"
"3787","L1 22","practice",5,"-","0","-","-",1089,"L1"
"3788","L1 22","practice",6,"-","0","-","-",3284,"L1"
"3789","L1 22","practice",6,"-","!","{A_drink}","1",1841,"L1"
"3790","L1 22","practice",7,"-","0","-","-",836,"L1"
"3791","L1 22","practice",8,"-","0","-","-",2932,"L1"
"3792","L1 22","practice",8,"-","!","{No}","1",2183,"L1"
"3793","L1 22","filler",38,"-","0","-","-",5927,"L1"
"3794","L1 22","filler",38,"-","!","{No}","1",3459,"L1"
"3795","L1 22","gap",4,"a","0","-","-",5173,"L1"
"3796","L1 22","gap",4,"a","!","{The_window}","0",2316,"L1"
"3797","L1 22","filler",28,"-","0","-","-",6346,"L1"
"3798","L1 22","gap",7,"b","0","-","-",10419,"L1"
"3799","L1 22","gap",7,"b","!","{The_sky}","1",3955,"L1"
"3800","L1 22","filler",36,"-","0","-","-",3310,"L1"
"3801","L1 22","gp",2,"c","0","-","-",8608,"L1"
"3802","L1 22","gp",2,"c","!","{The_baby}","1",2881,"L1"
"3803","L1 22","filler",15,"-","0","-","-",8598,"L1"
"3804","L1 22","gap",3,"b","0","-","-",11731,"L1"
"3805","L1 22","gap",3,"b","!","{The_island}","1",3065,"L1"
"3806","L1 22","filler",2,"-","0","-","-",4035,"L1"
"3807","L1 22","gap",15,"b","0","-","-",8583,"L1"
"3808","L1 22","gap",15,"b","!","{Yes}","0",3088,"L1"
"3809","L1 22","filler",43,"-","0","-","-",3954,"L1"
"3810","L1 22","filler",43,"-","!","{The_girlfriend}","1",3114,"L1"
"3811","L1 22","gap",13,"b","0","-","-",4636,"L1"
"3812","L1 22","gap",13,"b","!","{Yes}","0",2030,"L1"
"3813","L1 22","filler",5,"-","0","-","-",5150,"L1"
"3814","L1 22","gap",20,"a","0","-","-",5004,"L1"
"3815","L1 22","gap",20,"a","!","{No}","1",4021,"L1"
"3816","L1 22","filler",17,"-","0","-","-",3934,"L1"
"3817","L1 22","filler",17,"-","!","{Yes}","1",3003,"L1"
"3818","L1 22","gap",23,"b","0","-","-",7538,"L1"
"3819","L1 22","gap",23,"b","!","{Yes}","0",2466,"L1"
"3820","L1 22","filler",8,"-","0","-","-",3455,"L1"
"3821","L1 22","gp",5,"b","0","-","-",4645,"L1"
"3822","L1 22","gp",5,"b","!","{The_father_washed_himself}","1",4056,"L1"
"3823","L1 22","filler",44,"-","0","-","-",4967,"L1"
"3824","L1 22","filler",44,"-","!","{No}","1",2470,"L1"
"3825","L1 22","gp",3,"d","0","-","-",3935,"L1"
"3826","L1 22","gp",3,"d","!","{The_president}","1",2066,"L1"
"3827","L1 22","filler",40,"-","0","-","-",6875,"L1"
"3828","L1 22","gap",1,"b","0","-","-",5146,"L1"
"3829","L1 22","gap",1,"b","!","{The_bicycle}","1",2259,"L1"
"3830","L1 22","filler",37,"-","0","-","-",4938,"L1"
"3831","L1 22","filler",37,"-","!","{No}","1",2814,"L1"
"3832","L1 22","gap",5,"b","0","-","-",10486,"L1"
"3833","L1 22","gap",5,"b","!","{The_taxi}","0",7165,"L1"
"3834","L1 22","filler",21,"-","0","-","-",3851,"L1"
"3835","L1 22","gap",12,"a","0","-","-",10904,"L1"
"3836","L1 22","gap",12,"a","!","{The_cake}","0",1657,"L1"
"3837","L1 22","filler",27,"-","0","-","-",2848,"L1"
"3838","L1 22","filler",27,"-","!","{Yes}","1",3349,"L1"
"3839","L1 22","gp",8,"a","0","-","-",8299,"L1"
"3840","L1 22","gp",8,"a","!","{Mary_dressed_the_boy}","0",2205,"L1"
"3841","L1 22","filler",9,"-","0","-","-",5621,"L1"
"3842","L1 22","filler",9,"-","!","{The_baby}","1",2403,"L1"
"3843","L1 22","gap",9,"b","0","-","-",8018,"L1"
"3844","L1 22","gap",9,"b","!","{The_table}","1",1665,"L1"
"3845","L1 22","filler",33,"-","0","-","-",3029,"L1"
"3846","L1 22","filler",33,"-","!","{The_elephant}","1",2308,"L1"
"3847","L1 22","gap",18,"a","0","-","-",5654,"L1"
"3848","L1 22","gap",18,"a","!","{Yes}","0",2202,"L1"
"3849","L1 22","filler",7,"-","0","-","-",11891,"L1"
"3850","L1 22","filler",7,"-","!","{Yes}","1",3531,"L1"
"3851","L1 22","gp",9,"b","0","-","-",4219,"L1"
"3852","L1 22","gp",9,"b","!","{The_pianist_calmed_himself_down}","1",3620,"L1"
"3853","L1 22","filler",10,"-","0","-","-",5699,"L1"
"3854","L1 22","gap",16,"a","0","-","-",8600,"L1"
"3855","L1 22","gap",16,"a","!","{Yes}","0",4134,"L1"
"3856","L1 22","filler",34,"-","0","-","-",5337,"L1"
"3857","L1 22","filler",34,"-","!","{The_lake}","1",2486,"L1"
"3858","L1 22","gp",22,"c","0","-","-",17700,"L1"
"3859","L1 22","gp",22,"c","!","{The_coach}","1",2729,"L1"
"3860","L1 22","filler",25,"-","0","-","-",3618,"L1"
"3861","L1 22","filler",25,"-","!","{Yes}","1",2187,"L1"
"3862","L1 22","gap",24,"a","0","-","-",3915,"L1"
"3863","L1 22","gap",24,"a","!","{Yes}","0",1880,"L1"
"3864","L1 22","filler",32,"-","0","-","-",9597,"L1"
"3865","L1 22","filler",32,"-","!","{Edward}","1",7200,"L1"
"3866","L1 22","gp",24,"a","0","-","-",7675,"L1"
"3867","L1 22","gp",24,"a","!","{The_two_actresses_met_the_director}","0",4198,"L1"
"3868","L1 22","filler",18,"-","0","-","-",2520,"L1"
"3869","L1 22","gp",12,"a","0","-","-",10630,"L1"
"3870","L1 22","gp",12,"a","!","{The_nurse_washed_the_baby}","0",2640,"L1"
